,full_name,line,movie,year,words,neg,neu,pos,compound
7175,STEVE ROGERS,Sometimes my teammates don't tell me things. I was kind of hoping Thor would be the exception.,Avengers: Age of Ultron,2015,17,0.0,0.857,0.143,0.3626
7176,TONY STARK,"Yeah, give him time. We don't know what the Maximoff kid showed him.",Avengers: Age of Ultron,2015,13,0.0,0.845,0.155,0.296
7177,STEVE ROGERS,"""Earth's Mightiest Heroes."" Pulled us apart like cotton candy.",Avengers: Age of Ultron,2015,9,0.0,0.762,0.238,0.3612
7178,TONY STARK,Seems like you walked away all right.,Avengers: Age of Ultron,2015,7,0.0,0.706,0.294,0.3612
7179,STEVE ROGERS,Is that a problem?,Avengers: Age of Ultron,2015,4,0.574,0.426,0.0,-0.4019
7180,TONY STARK,I don't trust a guy without a dark side. Call me old fashioned.,Avengers: Age of Ultron,2015,13,0.231,0.769,0.0,-0.4023
7181,STEVE ROGERS,Well let's just say you haven't seen it yet.,Avengers: Age of Ultron,2015,9,0.0,0.792,0.208,0.2732
7182,TONY STARK,"You know Ultron is trying to tear us apart, right?",Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7183,STEVE ROGERS,Well I guess you'd know. Whether you tell us is a bit of a question.,Avengers: Age of Ultron,2015,15,0.0,0.84,0.16,0.2732
7184,TONY STARK,Banner and I were doing research.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7185,STEVE ROGERS,That would affect the team.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7186,TONY STARK,"That would end the team. Isn't that the mission? Isn't that the ""why"" we fight, so we can end the fight, so we get to go home?",Avengers: Age of Ultron,2015,27,0.182,0.818,0.0,-0.6767
7187,STEVE ROGERS,"Every time someone tries to win a war before it starts, innocent people die. Every time.",Avengers: Age of Ultron,2015,16,0.312,0.44,0.248,-0.3818
7188,LAURA BARTON,"I'm sorry. Mr. Stark, uh, Clint said you wouldn't mind, but, our tractor, it doesn't seem to want to start at all. I thought maybe you might...",Avengers: Age of Ultron,2015,27,0.094,0.906,0.0,-0.1238
7189,TONY STARK,"Yeah, I'll give her a kick.  Don't take from my pile.  Hello, Deere. Tell me everything. What ails you?",Avengers: Age of Ultron,2015,21,0.0,0.885,0.115,0.296
7190,NICK FURY,Do me a favor. Try not to bring it to life.,Avengers: Age of Ultron,2015,11,0.0,0.769,0.231,0.4019
7191,TONY STARK,"Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right? Was she ever not working for you?",Avengers: Age of Ultron,2015,21,0.0,1.0,0.0,0.0
7192,NICK FURY,Artificial intelligence. You never even hesitated.,Avengers: Age of Ultron,2015,6,0.0,0.441,0.559,0.6202
7193,TONY STARK,"Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful?",Avengers: Age of Ultron,2015,22,0.0,0.77,0.23,0.6872
7194,NICK FURY,Look me in the eye and tell me you're going to shut him down.,Avengers: Age of Ultron,2015,14,0.0,1.0,0.0,0.0
7195,TONY STARK,You're not the director of me.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7196,NICK FURY,"I'm not the director of anybody. I'm just an old man, who cares very much about you.",Avengers: Age of Ultron,2015,17,0.0,0.842,0.158,0.4588
7197,TONY STARK,"And I'm the man who killed the Avengers. I saw it. I didn't tell the team, how could I? I saw them all dead, Nick. I felt it. The whole world, too. It's because of me. I wasn't ready. I didn't do all I could.",Avengers: Age of Ultron,2015,45,0.238,0.762,0.0,-0.8981
7198,NICK FURY,"The Maximoff girl, she's working you, Stark. Playing on your fear.",Avengers: Age of Ultron,2015,11,0.229,0.643,0.129,-0.34
7199,TONY STARK,"I wasn't tricked, I was shown. It wasn't a nightmare, it was my legacy. The end of the path I started us on.",Avengers: Age of Ultron,2015,23,0.0,0.926,0.074,0.1139
7200,NICK FURY,"You've come up with some pretty impressive inventions, Tony. War isn't one of them.",Avengers: Age of Ultron,2015,14,0.182,0.514,0.304,0.3818
7201,TONY STARK,"I watched my friends die. You'd think that'd be as bad as it gets, right? Nope. Wasn't the worst part.",Avengers: Age of Ultron,2015,20,0.358,0.532,0.11,-0.7904
7202,NICK FURY,The worst part is that you didn't.,Avengers: Age of Ultron,2015,7,0.406,0.594,0.0,-0.6249
7203,ERIK SELVIG,"I like the look. If you're going for inconspicuous, though, near miss.",Avengers: Age of Ultron,2015,12,0.122,0.687,0.191,0.2263
7204,THOR,I need your help.,Avengers: Age of Ultron,2015,4,0.0,0.426,0.574,0.4019
7205,ERIK SELVIG,It's nice to be needed.,Avengers: Age of Ultron,2015,5,0.0,0.588,0.412,0.4215
7206,THOR,It's dangerous.,Avengers: Age of Ultron,2015,2,0.756,0.244,0.0,-0.4767
7207,ERIK SELVIG,I'd be disappointed if it wasn't.,Avengers: Age of Ultron,2015,6,0.383,0.617,0.0,-0.4767
7208,NICK FURY,"Ultron took you folks out of play to buy himself time. My contacts all say he's building something. The amount of Vibranium he made off with, I don't think it's just one thing.",Avengers: Age of Ultron,2015,33,0.0,0.928,0.072,0.34
7209,STEVE ROGERS,What about Ultron himself?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7210,NICK FURY,"Ah. He's easy to track, he's everywhere. Guy's multiplying faster than a Catholic rabbit. Still doesn't help us get an angle on any of his plans though.",Avengers: Age of Ultron,2015,27,0.077,0.823,0.099,0.1635
7211,TONY STARK,He still going after launch codes?,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7212,NICK FURY,"Yes, he is, but he's not making any headway.",Avengers: Age of Ultron,2015,9,0.0,0.812,0.188,0.2144
7213,TONY STARK,I cracked the Pentagon's firewall in high school on a dare.,Avengers: Age of Ultron,2015,11,0.0,1.0,0.0,0.0
7214,NICK FURY,"Yeah, well, I contacted our friends at the NEXUS about that.",Avengers: Age of Ultron,2015,11,0.0,0.486,0.514,0.7506
7215,STEVE ROGERS,NEXUS?,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7216,BRUCE BANNER,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth.",Avengers: Age of Ultron,2015,18,0.0,1.0,0.0,0.0
7217,CLINT BARTON,So what'd they say?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7218,NICK FURY,"He's fixated on the missiles, but the codes are constantly being changed.",Avengers: Age of Ultron,2015,12,0.0,1.0,0.0,0.0
7219,TONY STARK,By whom?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7220,NICK FURY,Parties unknown.,Avengers: Age of Ultron,2015,2,0.0,0.27,0.73,0.4019
7221,NATASHA ROMANOFF,Do we have an ally?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7222,NICK FURY,"Ultron's got an enemy, that's not the same thing. Still, I'd pay folding money to know who it is.",Avengers: Age of Ultron,2015,19,0.224,0.776,0.0,-0.5994
7223,TONY STARK,"I might need to visit Oslo, find our ""unknown.""",Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
7224,NATASHA ROMANOFF,"Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that.",Avengers: Age of Ultron,2015,21,0.0,0.703,0.297,0.6966
7225,NICK FURY,"I do, I have you. Back in the day, I had eyes everywhere, ears everywhere else. Here we all are, back on earth, with nothing but our wit, and our will to save the world. So stand. Outwit the platinum bastard.",Avengers: Age of Ultron,2015,41,0.105,0.799,0.095,-0.1154
7226,NATASHA ROMANOFF,Steve doesn't like that kind of talk.,Avengers: Age of Ultron,2015,7,0.26,0.74,0.0,-0.2755
7227,STEVE ROGERS,"You know what, Romanoff?",Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7228,NICK FURY,So what does he want?,Avengers: Age of Ultron,2015,5,0.0,0.755,0.245,0.0772
7229,STEVE ROGERS,To become better. Better than us. He keeps building bodies.,Avengers: Age of Ultron,2015,10,0.0,0.58,0.42,0.7003
7230,TONY STARK,"Person bodies. The human form is inefficient, biologically speaking, we're outmoded. But he keeps coming back to it.",Avengers: Age of Ultron,2015,18,0.0,1.0,0.0,0.0
7231,NATASHA ROMANOFF,"When you two programmed him to protect the human race, you amazingly failed.",Avengers: Age of Ultron,2015,13,0.209,0.64,0.151,-0.2484
7232,BRUCE BANNER,"They don't need to be protected, they need to evolve. Ultron's going to evolve.",Avengers: Age of Ultron,2015,14,0.0,0.818,0.182,0.4404
7233,NICK FURY,How?,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7234,BRUCE BANNER,Has anyone been in contact with Helen Cho?,Avengers: Age of Ultron,2015,8,0.0,1.0,0.0,0.0
7235,DR. HELEN CHO,"It's beautiful. The Vibranium atoms aren't just compatible with the tissue cells, they're binding them. And SHIELD never even thought...",Avengers: Age of Ultron,2015,20,0.0,0.83,0.17,0.5994
7236,ULTRON,"The most versatile substance on the planet and they used it to make a Frisbee. Typical of humans, they scratch the surface and never think to look within.",Avengers: Age of Ultron,2015,28,0.0,1.0,0.0,0.0
7237,STEVE ROGERS,I'll take Natasha and Clint.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7238,TONY STARK,"Alright, strictly recon. I'll hit the NEXUS, I'll join you as soon as I can.",Avengers: Age of Ultron,2015,15,0.0,0.741,0.259,0.4939
7239,STEVE ROGERS,If Ultron is really building a body...,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7240,TONY STARK,He'll be more powerful than any of us. Maybe all of us. An android designed by a robot.,Avengers: Age of Ultron,2015,18,0.0,0.838,0.162,0.4754
7241,STEVE ROGERS,You know I really miss the days when the weirdest thing science ever created was me.,Avengers: Age of Ultron,2015,16,0.213,0.674,0.112,-0.2006
7242,NICK FURY,I'll drop Banner off at the tower. Do you mind if I borrow Ms. Hill?,Avengers: Age of Ultron,2015,15,0.139,0.861,0.0,-0.2732
7243,TONY STARK,"She's all yours, apparently. What are you gonna do?",Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
7244,NICK FURY,"I don't know. Something dramatic, I hope.",Avengers: Age of Ultron,2015,7,0.0,0.58,0.42,0.4404
7245,CLINT BARTON,I'm gonna finish re-flooring that sunroom as soon as I get back.,Avengers: Age of Ultron,2015,12,0.0,1.0,0.0,0.0
7246,LAURA BARTON,"Yeah, and then you'll find another part of the house to tear apart.",Avengers: Age of Ultron,2015,13,0.0,0.845,0.155,0.296
7247,CLINT BARTON,No. It's the last project. I promise.,Avengers: Age of Ultron,2015,7,0.259,0.471,0.271,0.0258
7248,ERIK SELVIG,This is it. The Water of Sight.,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7249,THOR,"In every realm, there's a reflection. If the water spirits accept me, I can return to my dream, and find what I missed.",Avengers: Age of Ultron,2015,23,0.092,0.714,0.193,0.34
7250,ERIK SELVIG,"The men who enter that water, the legends don't end well.",Avengers: Age of Ultron,2015,11,0.154,0.846,0.0,-0.2057
7251,TONY STARK,"A hacker who's faster than Ultron? He could be anywhere. And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack.",Avengers: Age of Ultron,2015,31,0.0,1.0,0.0,0.0
7252,WORLD HUB TECH,How do you find it?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7253,TONY STARK,"Pretty simple. You bring a magnet.  Oh, I'm decrypting nuclear codes and you don't want me to. Come and get me.",Avengers: Age of Ultron,2015,22,0.055,0.803,0.143,0.4548
7254,HEIMDALL,Wake up!,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7255,ERIK SELVIG,Thor!,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7256,ULTRON,Extinction.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7257,DR. HELEN CHO,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream. We're uploading your cerebral matrix...now.",Avengers: Age of Ultron,2015,19,0.0,1.0,0.0,0.0
7258,WANDA MAXIMOFF,I can read him. He is dreaming.,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7259,DR. HELEN CHO,"I wouldn't call it dreams. It's Ultron's base consciousness, informational noise. Soon...",Avengers: Age of Ultron,2015,12,0.184,0.816,0.0,-0.3089
7260,ULTRON,How soon? I'm not being pushy.,Avengers: Age of Ultron,2015,6,0.0,0.734,0.266,0.2057
7261,DR. HELEN CHO,We're imprinting a physical brain. There are no shortcuts. Even if your magic gem is...,Avengers: Age of Ultron,2015,15,0.145,0.855,0.0,-0.296
7262,WANDA MAXIMOFF,How could you?,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7263,ULTRON,How could I what?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7264,WANDA MAXIMOFF,"You said we would destroy the Avengers, make a better world.",Avengers: Age of Ultron,2015,11,0.243,0.556,0.201,-0.1531
7265,ULTRON,It will be better.,Avengers: Age of Ultron,2015,4,0.0,0.508,0.492,0.4404
7266,WANDA MAXIMOFF,When everyone is dead.,Avengers: Age of Ultron,2015,4,0.589,0.411,0.0,-0.6486
7267,ULTRON,That is not...! The human race will have every opportunity to improve.,Avengers: Age of Ultron,2015,12,0.0,0.625,0.375,0.7177
7268,PIETRO MAXIMOFF,And if they don't?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7269,ULTRON,Ask Noah.,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7270,WANDA MAXIMOFF,You're a madman.,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7271,ULTRON,"There were more than a dozen extinction level events before even the dinosaurs got theirs. When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up. We have to evolve. There's no room for the weak.",Avengers: Age of Ultron,2015,43,0.113,0.841,0.046,-0.4588
7272,PIETRO MAXIMOFF,And who decides who's weak?,Avengers: Age of Ultron,2015,5,0.42,0.58,0.0,-0.4404
7273,ULTRON,Life. Life always decides. There's incoming. The Quinjet. We have to move.,Avengers: Age of Ultron,2015,12,0.0,1.0,0.0,0.0
7274,DR. HELEN CHO,That's not a problem.,Avengers: Age of Ultron,2015,4,0.0,0.47,0.53,0.3089
7275,ULTRON,"Ah, wait, guys!.  They'll understand. When they see they'll understand. I just need a little more time.",Avengers: Age of Ultron,2015,18,0.0,1.0,0.0,0.0
7276,STEVE ROGERS,Two minutes. Stay close.  Dr. Cho!,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7277,DR. HELEN CHO,He's uploading himself into the body.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7278,STEVE ROGERS,Where?,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7279,DR. HELEN CHO,"The real power is inside the Cradle. The gem, its power is uncontainable. You can't just blow it up. You have to get the Cradle to Stark.",Avengers: Age of Ultron,2015,27,0.0,1.0,0.0,0.0
7280,STEVE ROGERS,First I have to find it.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7281,DR. HELEN CHO,Go.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7282,STEVE ROGERS,Did you guys copy that?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7283,CLINT BARTON,We did.,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7284,NATASHA ROMANOFF,"I got a private jet taking off, across town, no manifest. That could be him.",Avengers: Age of Ultron,2015,15,0.155,0.845,0.0,-0.296
7285,CLINT BARTON,"There. It's the truck from the lab. Right above you, Cap. On the loop by the bridge. It's them. I got three with the Cradle, one in the cab. I could take out the driver.",Avengers: Age of Ultron,2015,35,0.0,1.0,0.0,0.0
7286,STEVE ROGERS,"Negative! If that truck crashes, the gem could level the city. We need to draw out Ultron.",Avengers: Age of Ultron,2015,17,0.2,0.8,0.0,-0.6114
7287,ULTRON,"No, no, no, no, no. Leave me alone!",Avengers: Age of Ultron,2015,8,0.935,0.065,0.0,-0.8883
7288,STEVE ROGERS,"Well, he's definitely unhappy! I'm gonna try and keep him that way.",Avengers: Age of Ultron,2015,12,0.166,0.533,0.301,0.3164
7289,CLINT BARTON,"You're not a match for him, Cap.",Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7290,STEVE ROGERS,"Thanks, Barton.",Avengers: Age of Ultron,2015,2,0.0,0.256,0.744,0.4404
7291,ULTRON,"You know what's in that Cradle? The power to make real change, and that terrifies you.",Avengers: Age of Ultron,2015,16,0.194,0.806,0.0,-0.5574
7292,STEVE ROGERS,I wouldn't call it a comfort.,Avengers: Age of Ultron,2015,6,0.413,0.587,0.0,-0.2755
7293,ULTRON,Stop it!,Avengers: Age of Ultron,2015,2,0.714,0.286,0.0,-0.3595
7294,CLINT BARTON,"We got a window. Four, three...give 'em hell.",Avengers: Age of Ultron,2015,8,0.434,0.566,0.0,-0.6808
7295,NATASHA ROMANOFF,I'm always picking up after you boys.,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7296,CLINT BARTON,"They're heading under the overpass, I've got no shot.",Avengers: Age of Ultron,2015,9,0.216,0.784,0.0,-0.296
7297,NATASHA ROMANOFF,Which way?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7298,CLINT BARTON,Hard right... Now.,Avengers: Age of Ultron,2015,3,0.412,0.588,0.0,-0.1027
7299,NATASHA ROMANOFF,"Out of the way! Coming through! Sorry, coming through!",Avengers: Age of Ultron,2015,9,0.214,0.786,0.0,-0.2905
7300,STEVE ROGERS,Come on!,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7301,NATASHA ROMANOFF,"Clint, can you draw out the guards?",Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7302,CLINT BARTON,Let's find out.,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7303,NATASHA ROMANOFF,Beep beep!,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7304,CLINT BARTON,"Heading back towards you. So whatever you're going to do, do it now.",Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7305,NATASHA ROMANOFF,"I'm going in, Cap can you keep him occupied?",Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
7306,STEVE ROGERS,What do you think I've been doing?,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7307,CLINT BARTON,The package is airborne. I have a clean shot.,Avengers: Age of Ultron,2015,9,0.0,0.69,0.31,0.4019
7308,NATASHA ROMANOFF,Negative. I am still in the truck.,Avengers: Age of Ultron,2015,7,0.425,0.575,0.0,-0.5719
7309,CLINT BARTON,What the hell are you...?,Avengers: Age of Ultron,2015,5,0.535,0.465,0.0,-0.6808
7310,NATASHA ROMANOFF,"Just be ready, I'm sending the package to you.",Avengers: Age of Ultron,2015,9,0.0,0.762,0.238,0.3612
7311,CLINT BARTON,How do you want me to take it?,Avengers: Age of Ultron,2015,8,0.0,0.843,0.157,0.0772
7312,NATASHA ROMANOFF,"Uhh, you might wish you hadn't asked that.",Avengers: Age of Ultron,2015,8,0.0,0.722,0.278,0.4019
7313,ULTRON,Please. Don't do this.,Avengers: Age of Ultron,2015,4,0.0,0.566,0.434,0.3182
7314,WANDA MAXIMOFF,What choice do we have?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7315,STEVE ROGERS,I lost him! He's headed your way.,Avengers: Age of Ultron,2015,7,0.341,0.659,0.0,-0.3802
7316,CLINT BARTON,"Nat, we gotta go. Nat! Cap, you see Nat?",Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
7317,STEVE ROGERS,"If you have the package, get it to Stark! Go!",Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7318,CLINT BARTON,Do you have eyes on Nat?,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7319,STEVE ROGERS,Go!  Civilians in our path.  Can you stop this thing?,Avengers: Age of Ultron,2015,12,0.217,0.783,0.0,-0.3595
7320,PIETRO MAXIMOFF,I'm fine. I just need to take a minute.,Avengers: Age of Ultron,2015,9,0.0,0.769,0.231,0.2023
7321,STEVE ROGERS,I'm very tempted not to give you one.,Avengers: Age of Ultron,2015,8,0.0,1.0,0.0,0.0
7322,WANDA MAXIMOFF,"The Cradle, did you get it?",Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7323,STEVE ROGERS,Stark will take care of it.,Avengers: Age of Ultron,2015,6,0.0,0.61,0.39,0.4939
7324,WANDA MAXIMOFF,"No, he won't.",Avengers: Age of Ultron,2015,3,0.524,0.476,0.0,-0.296
